Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"cat food low phosphorus","25","36","50","66.71","1.15","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","0.86","177000","1.00,1.00,0.43,1.00,0.71,0.57,0.57,0.71,0.43,0.71,0.57,0.57","1469674078"
"cats getting pregnant","46","50","20","74.97","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.02","3840000","0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.33,0.33,0.33,0.67,1.00","1465633542"
"mackeral fish","73","0","140","86.00","0.00","http://www.whiskas.com/Products/Product/sardine-mackerel","0.00","0.00","0.00","12100000","0.82,0.65,0.65,1.00,1.00,1.00,0.82,0.65,0.53,0.82,0.82,0.65","1467685915"
"cats cats cats","72","0","390","79.52","1.25","http://www.whiskas.com/CatsCorner/Articles","0.00","0.00","0.02","344000000","1.00,0.81,0.66,0.54,0.66,0.66,0.66,0.66,0.66,0.66,0.81,0.81","1468616508"
"eat the cat","72","0","110","0.00","1.46","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.01","11700000","1.00,1.00,1.00,0.79,1.00,0.79,0.64,0.79,0.79,0.64,0.79,0.64","1467836548"
"when to start feeding kittens","20","19","140","80.54","5.38","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.04","0.45","527000","0.35,1.00,0.81,0.81,0.81,0.81,0.54,0.27,0.19,0.08,0.12,0.08","1467731203"
"homemade cat food gravy","44","0","70","75.69","1.25","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.70","188000","0.45,0.27,0.36,0.64,0.45,0.64,0.82,0.45,0.64,0.64,1.00,0.64","1469519735"
"cat food duck","38","37","20","74.75","6.80","http://www.whiskas.com/Products/Product/chicken-duck","0.00","0.00","1.00","2480000","0.25,1.00,0.50,0.50,0.50,0.50,0.25,0.50,0.50,0.25,0.75,0.75","1470531576"
"how much food do kittens need","20","15","30","76.11","15.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.02","0.42","1070000","0.25,0.25,0.50,0.75,1.00,0.75,0.50,0.75,0.75,0.75,0.75,0.50","1469916216"
"fun games to play with your cat","91","95","20","76.95","2.35","http://www.whiskas.com/CatsCorner/Article/Playtime-is-Anytime","0.00","0.00","0.09","14700000","0.50,0.50,0.25,0.50,0.75,0.50,0.50,0.50,0.50,0.75,1.00,0.75","1469481118"
"lactating cats","80","58","10","75.71","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.09","578000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.33,0.33,0.67","1458058676"
"how to help cat diarrhea","70","79","10","78.24","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.39","1720000","1.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,1.00,0.50,1.00","1467856253"
"buy bulk cat food","94","0","10","80.63","2.60","http://www.whiskas.com/","0.00","0.00","1.00","2540000","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33","1466799025"
"marks and spencer food store locator","47","0","10","62.64","0.00","http://www.whiskas.com/StoreLocator","0.00","0.00","0.00","103000","0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00","1467046028"
"how can i tell if my cat is pregnant","50","45","480","73.03","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.01","3310000","1.00,1.00,0.82,0.67,0.67,0.54,0.44,0.44,0.54,0.67,0.82,0.82","1468440254"
"how do you potty train a kitten","99","0","110","72.79","0.50","http://www.whiskas.com/CatsCorner/Article/House-Training-Your-Cat","0.00","0.00","0.34","194000","0.14,0.33,0.81,1.00,1.00,0.81,0.33,0.52,0.67,0.52,0.24,0.14","1467843785"
"how to say good bye","48","88","110","81.53","0.00","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.00","76100000","0.53,0.82,1.00,1.00,0.65,0.82,0.65,0.82,0.53,0.65,0.65,0.53","1467984659"
"kitten eating cat food","20","21","20","80.49","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.01","1290000","0.25,0.25,0.75,1.00,0.50,0.75,0.50,0.25,0.50,0.50,0.50,0.25","1469037608"
"five month old kitten","36","0","50","82.80","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.01","786000","0.44,0.56,0.22,0.33,0.33,1.00,1.00,0.78,1.00,0.56,0.78,0.56","1469717287"
"low protein cat food for kidney disease","25","42","70","71.67","3.65","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","257000","0.21,0.21,0.29,0.50,0.50,0.36,0.64,0.64,0.50,1.00,1.00,0.64","1469502386"
"difference between female and male cats","79","79","70","78.73","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.01","2130000","0.44,0.44,0.78,0.78,0.56,0.78,0.78,1.00,0.78,0.78,1.00,0.56","1469650227"
"need to exercise","97","43","30","89.27","2.25","http://www.whiskas.com/CatsCorner/Article/Cats-Need-Exercise-Too","0.00","0.00","0.11","534000000","0.50,0.75,0.75,0.50,0.50,0.75,0.75,0.50,0.75,0.75,1.00,0.75","1469034740"
"mackeral cat","31","30","40","73.23","0.00","http://www.whiskas.com/Products/Product/sardine-mackerel","0.00","0.00","0.02","554000","0.57,0.29,0.29,0.29,0.43,0.43,0.29,0.57,0.57,1.00,1.00,0.57","1469847690"
"chicken in pouch","32","0","40","69.79","0.14","http://www.whiskas.com/Products/Product/chicken-gravy","0.00","0.00","0.85","709000","0.43,0.57,0.71,0.57,0.71,0.71,0.57,0.43,0.43,0.29,1.00,0.43","1469833161"
"can cats eat table food","46","0","40","82.45","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.00","2110000","0.43,0.29,0.29,0.43,0.43,0.71,0.71,1.00,0.71,0.71,0.71,0.29","1469843872"
"what are some cat names","86","0","30","78.04","0.55","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.34","4820000","0.20,0.40,0.60,0.60,1.00,0.80,0.80,0.60,0.60,0.60,0.60,0.40","1469478034"
"kittens and","79","35","20","75.66","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.08","38600000","0.33,0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,0.67,1.00,0.67","1465488928"
"urinary tract infections in cats symptoms","75","0","10","82.84","0.00","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.60","473000","0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.67,0.67,0.33","1467802920"
"feeding a kitten cat food","59","61","10","73.76","7.83","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.62","1090000","0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50","1466839936"
"deceased cat poems","91","92","10","55.47","0.00","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.63","348000","1.00,1.00,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1456866831"
"how to know if your cats pregnant","34","33","50","74.40","3.89","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.08","560000","1.00,0.56,0.44,0.33,0.44,0.44,0.56,0.22,0.33,0.56,0.78,0.78","1469657239"
"what to say to someone whose cat died","60","65","20","81.36","0.00","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.03","13300000","0.67,0.67,0.33,0.67,0.67,0.67,1.00,1.00,0.67,0.33,0.67,0.33","1466969013"
"kitten castration","62","0","10","71.45","0.00","http://www.whiskas.com/CatsCorner/Article/Neutering-and-Spaying","0.00","0.00","0.00","365000","1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00","1467700872"
"how much should i feed a kitten","20","24","50","77.39","4.57","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.34","771000","0.22,0.33,0.44,0.78,1.00,0.78,0.56,0.78,0.56,0.44,0.44,0.33","1469656249"
"cat and duck","68","63","90","83.76","0.00","http://www.whiskas.com/Products/Product/chicken-duck","0.00","0.00","0.00","44300000","1.00,0.82,0.82,1.00,0.64,1.00,0.64,0.64,0.64,0.64,0.64,0.82","1469491649"
"moist and meaty coupons","64","95","30","71.38","0.25","http://www.whiskas.com/","0.00","0.00","0.49","98000","0.43,0.57,0.71,0.71,1.00,0.71,0.43,0.29,0.14,0.14,0.14,0.14","1469960467"
"how can you tell if your cat is pregnant","54","68","480","74.26","3.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.02","2200000","1.00,1.00,0.82,0.67,0.67,0.54,0.44,0.54,0.54,0.54,0.82,0.82","1468493061"
"cat brand","90","75","390","70.00","1.07","http://www.whiskas.com/","0.00","0.00","0.16","107000000","0.67,0.54,0.36,0.36,0.24,0.29,0.29,1.00,0.67,1.00,1.00,0.54","1468500226"
"kitten 3 months","56","0","40","78.13","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.01","8330000","0.29,0.29,0.29,0.57,1.00,0.71,0.57,0.71,0.57,0.57,0.57,0.29","1469898583"
"tender food","91","89","70","80.58","0.00","http://www.whiskas.com/Products/Product/chicken-juices","0.00","0.00","0.05","118000000","0.18,0.18,0.24,0.29,1.00,0.65,0.41,0.41,0.24,0.29,0.29,0.41","1469635210"
"legal seafood nutritional information","96","0","40","76.19","0.00","http://www.whiskas.com/Products/Product/seafood-selections","0.00","0.00","0.00","306000","0.82,0.27,0.36,1.00,0.18,0.18,0.36,0.36,0.18,0.09,0.27,0.36","1469881855"
"a good name for a cat","45","46","20","77.50","0.40","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.29","307000000","0.50,0.50,0.50,0.75,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50","1470649359"
"pregnancy with cats","20","70","20","87.54","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.01","25200000","0.50,0.50,1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,1.00,1.00","1470702157"
"how to te if your pregnant","85","83","10","91.00","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.20","78700000","1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467636463"
"pregnant cat lady","64","0","20","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","2630000","0.67,0.33,0.33,1.00,0.33,0.33,0.67,0.67,0.33,0.67,0.33,1.00","1465676249"
"cats food brands","32","0","10","79.91","0.00","http://www.whiskas.com/","0.00","0.00","0.85","1160000","0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467045166"
"cheapest whiskas cat food","4","3","10","75.46","0.00","http://www.whiskas.com/","0.00","0.00","0.00","45000","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00","1468116199"
"kittens crying for food","62","73","30","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.15","683000","1.00,0.80,1.00,0.80,0.80,0.20,0.20,0.40,0.60,0.40,0.80,0.80","1470426657"
"food for older cats","50","52","70","78.96","3.41","http://www.whiskas.com/CatsCorner/Article/Caring-for-Older-Cats","0.00","0.00","1.00","1680000","0.78,0.56,0.78,0.78,0.78,1.00,0.78,0.78,0.56,0.78,0.78,1.00","1469502703"
"vitamin c for cats","72","73","170","66.76","1.53","http://www.whiskas.com/CatsCorner/Article/Your-Cats-Diet-Vitamins","0.00","0.00","1.00","1250000","0.81,0.67,0.52,0.81,0.67,0.67,0.67,0.81,0.81,0.81,1.00,0.81","1467514166"
"city kitty toilet training","94","82","50","79.02","0.38","http://www.whiskas.com/CatsCorner/Article/House-Training-Your-Cat","0.00","0.00","0.87","45000","0.18,0.09,0.18,0.09,0.18,0.27,0.27,0.09,1.00,0.45,1.00,1.00","1469696686"
"long hair tabby kitten","92","76","10","76.14","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.04","451000","0.50,0.50,1.00,1.00,1.00,0.50,0.50,1.00,1.00,0.50,0.50,0.50","1467862099"
"how can you tell a cats pregnant","27","18","10","75.64","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.08","1040000","1.00,0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67","1466545194"
"how can u tell if ur cat is pregnant","73","73","20","73.25","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.00","5820000","0.33,1.00,1.00,0.67,1.00,0.67,0.33,0.33,0.67,0.67,0.33,0.33","1465511207"
"how to know when cat is pregnant","30","31","10","74.55","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.02","23300000","0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50","1467057762"
"best cat food for kittens brand","61","0","30","0.00","0.17","http://www.whiskas.com/","0.00","0.00","1.00","937000","0.22,0.11,0.56,0.33,0.22,1.00,0.56,0.44,0.22,0.22,0.22,0.11","1469185538"
"cat to sleep","68","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Sleep","0.00","0.00","0.06","127000000","0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1467747807"
"kitten food wet","67","73","20","79.66","7.68","http://www.whiskas.com/","0.00","0.00","1.00","1280000","0.25,0.25,1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.25,0.50,0.25","1469194766"
"how do i know if my cats pregnant","19","65","40","75.44","3.93","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.06","954000","1.00,0.71,0.71,0.57,0.57,0.71,0.43,0.57,0.43,0.43,0.57,0.71","1469761047"
"what a kitten needs","98","96","10","77.76","0.00","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kittens-and-Mom","0.00","0.00","0.52","18100000","0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50","1468101326"
"find a kitten","33","27","210","75.67","1.16","http://www.whiskas.com/CatsCorner/Article/Where-to-Get-a-Kitten","0.00","0.00","0.67","24000000","0.81,0.53,0.44,0.44,0.44,0.53,0.44,0.66,0.66,1.00,1.00,1.00","1468998527"
"toilet training cat problems","39","45","10","70.73","0.00","http://www.whiskas.com/CatsCorner/Article/House-Training-Your-Cat","0.00","0.00","0.14","3460000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1468024549"
"how to choose a cat","64","69","140","78.57","0.74","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.17","110000000","1.00,0.82,0.65,0.65,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.53","1467673736"
"saying goodbye to life","47","39","10","78.60","0.00","http://www.whiskas.com/CatsCorner/Article/Saying-Goodbye","0.00","0.00","0.00","3680000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00","1467214761"
"cat uti food","50","51","40","75.85","3.85","http://www.whiskas.com/CatsCorner/Article/Urinary-Tract-Diseases-FLUTD","0.00","0.00","0.97","447000","1.00,0.60,0.80,0.40,1.00,0.80,0.40,0.60,1.00,0.60,0.60,0.80","1469761475"
"cat food for kidney failure","35","37","70","71.34","2.98","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","321000","0.29,0.14,0.64,1.00,0.36,0.07,0.14,0.21,0.50,0.79,0.79,0.29","1468973506"
"sauces for poached salmon","83","96","30","81.93","0.20","http://www.whiskas.com/Products/Product/poached-salmon-in-sauce","0.00","0.00","0.35","298000","1.00,1.00,0.75,0.75,1.00,0.75,0.75,0.50,0.25,1.00,0.75,0.75","1469962308"
"when can a kitten eat cat food","15","16","30","76.52","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.03","4690000","0.64,1.00,0.45,0.09,0.18,0.27,0.27,0.18,0.09,0.09,0.18,0.18","1470342828"
"photo for cat","92","0","10","0.00","0.00","http://www.whiskas.com/CatsCorner/Purrems","0.00","0.00","0.14","468000000","1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00","1467421114"
"low phosphorus cat food","23","23","590","66.91","1.99","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.02","1.00","180000","0.54,0.82,0.82,0.82,0.82,0.36,0.82,1.00,0.82,0.82,1.00,1.00","1469586089"
"real seafood company coupons","91","0","30","69.88","1.13","http://www.whiskas.com/","0.00","0.00","0.53","437000","0.40,0.20,0.60,0.60,1.00,0.60,0.80,0.60,0.40,0.40,0.60,0.80","1469924440"
"what causes cats to have diarrhea","93","0","90","78.45","0.40","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.51","5450000","0.45,0.45,0.36,0.64,0.82,1.00,0.82,0.82,0.82,1.00,0.82,0.82","1468798801"
"cat food for cats with kidney problems","91","94","40","72.23","6.48","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","368000","0.43,0.43,0.29,0.43,0.29,0.43,0.57,0.57,0.57,0.57,1.00,1.00","1469758485"
"how much food should a cat eat","55","54","320","79.12","2.19","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.18","14900000","0.66,0.36,0.44,0.29,0.44,0.36,0.24,0.44,0.66,0.66,1.00,0.66","1468684129"
"cat food dry or wet","43","43","20","78.05","3.05","http://www.whiskas.com/","0.00","0.00","0.20","3930000","0.20,0.80,0.20,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.60","1470541731"
"how to make kittens sleep","48","37","50","80.19","0.00","http://www.whiskas.com/CatsCorner/Article/Sleep","0.00","0.00","0.08","4870000","0.09,0.36,0.64,1.00,0.64,0.18,0.82,0.45,0.36,0.36,0.27,0.18","1469717548"
"how to tell what breed your cat is","66","65","260","77.37","2.59","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.16","1220000","0.67,0.54,0.23,0.44,0.29,0.29,0.67,0.81,1.00,0.67,0.54,0.29","1468610302"
"what is a pedigree cat","69","76","30","61.34","0.00","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cat","0.00","0.00","0.15","12100000","0.60,0.60,0.40,0.40,0.60,0.60,0.80,0.80,1.00,0.80,0.80,0.60","1470310179"
"kittens scratching","42","0","20","75.51","0.00","http://www.whiskas.com/CatsCorner/Article/Scratching","0.00","0.00","0.01","543000","0.33,0.67,0.67,1.00,1.00,0.67,1.00,0.67,0.67,0.67,1.00,0.33","1470703905"
"what do cats need","47","41","110","81.14","2.87","http://www.whiskas.com/CatsCorner/Article/Cats-Need-Exercise-Too","0.00","0.00","0.07","110000000","0.64,0.64,0.79,0.64,0.64,0.79,0.79,1.00,1.00,0.79,1.00,0.79","1467831403"
"how many times do kittens eat","20","24","20","78.51","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.20","6410000","0.20,0.20,0.20,0.60,0.80,1.00,0.60,0.80,0.60,0.40,0.20,0.20","1470769107"
"crude protein in cat food","31","48","20","76.86","5.56","http://www.whiskas.com/Products/Product/meaty-selections","0.00","0.00","0.67","596000","1.00,0.60,0.60,0.20,0.40,0.20,0.40,0.40,0.20,0.20,0.40,0.60","1470533772"
"tuna fish and cats","28","25","20","80.42","0.00","http://www.whiskas.com/Products/Product/tuna","0.00","0.00","0.04","593000","1.00,1.00,0.50,0.50,1.00,1.00,0.50,1.00,0.50,1.00,0.50,0.50","1470763129"
"what to feed 5 week old kittens","73","71","70","0.00","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.08","6720000","0.12,0.53,1.00,1.00,0.82,0.82,0.41,0.24,0.24,0.12,0.06,0.06","1469622066"
"what do 6 week old kittens eat","52","37","40","71.47","2.03","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.39","4520000","0.11,0.44,0.78,0.78,0.78,0.78,1.00,0.56,0.22,0.11,0.11,0.11","1469780627"
"cat food low in phosphorus","22","26","40","0.00","2.76","http://www.whiskas.com/CatsCorner/Article/Caring-for-Kidney-Failure","0.00","0.00","1.00","124000","0.60,0.40,0.80,0.60,1.00,0.80,0.60,0.60,0.60,0.40,1.00,1.00","1469763911"
"calories date","79","0","50","78.73","0.00","http://www.whiskas.com/Home/Faqs","0.00","0.00","0.01","29200000","1.00,0.56,0.44,0.56,0.56,0.56,0.44,0.56,0.33,0.44,0.78,0.56","1469754697"
"eight week old kitten","77","0","90","78.73","0.00","http://www.whiskas.com/CatsCorner/Article/Kittens-Eat-and-Eat-and-Eat","0.00","0.00","0.03","1880000","0.29,0.36,1.00,1.00,1.00,0.79,0.50,0.79,0.64,0.50,0.29,0.29","1468585328"
"names for cats","98","0","3600","77.69","0.39","http://www.whiskas.com/CatsCorner/Article/Choosing-Your-Cats-Name","0.00","0.00","0.32","42500000","0.44,0.54,0.81,1.00,1.00,0.81,0.81,0.67,0.67,0.67,0.67,0.44","1471703958"
"food for cat with diarrhea","40","56","30","78.91","1.67","http://www.whiskas.com/CatsCorner/Article/Caring-for-Acute-Diarrhea","0.00","0.00","0.98","582000","0.67,1.00,0.67,1.00,1.00,1.00,0.67,0.67,0.67,1.00,0.67,1.00","1469919069"
"how can you tell if your cats pregnant","24","19","30","78.03","0.00","http://www.whiskas.com/CatsCorner/Article/When-Cat-Owners-Get-Pregnant","0.00","0.00","0.08","630000","1.00,0.80,1.00,0.40,0.20,0.40,0.40,0.60,0.60,0.40,0.80,0.80","1470328317"
